TRAAAVO128F93133D4,ARGSJW91187B9B1D6B,0;45.28118598 41.8434663805 13.4412074392 -5.89769957082 -36.9568497854 -17.1527610873 15.9420543634 2.16040200286 -8.56741630901 5.15844921316 -8.50749499285 -14.0127010014 18.2959730513 1361.87855881 992.75219389 523.498783497 546.880098337 259.962797744 582.902698524 370.455378338 356.224524132 196.83127454 125.990710299 267.555211419 17.8725952011 -55.3798926685 -66.1462320424 -33.2538549908 1.77555125632 -33.460491248 68.5504207747 -7.99826934959 54.7529043993 -25.6431886097 22.4044099992 12.0374330402 40.8487345187 -164.324610468 -31.2648541535 27.734603456 -80.3506411349 -201.212029931 -91.338570996 28.4529195873 1.50762579529 18.7765258538 -262.618103534 44.3041522727 27.1654034636 -40.6721799229 -41.2252001382 -78.9190878425 56.1407827337 16.9723350659 13.5446462743 33.7646725589 123.173692841 17.3795462902 -26.6148625033 27.3849708854 -29.1299255375 -1.85720984673 -2.8548373124 165.775371979 194.235433084 -66.9865962874 34.4950523121 -46.5147478887 48.3854081614 50.8466803853 -26.3287078153 -26.3297709407 12.2904512058 -40.5938328109 10.1108360703 4.48793679332 -29.7304705548 -83.6665469529 -58.9765810803 -17.2601444261 -21.8120685629 -40.6222106396 100.590628169 21.363198645 -1.01144643323 -30.9397559536 108.861541882 -7.39016277171 -30.0107217815 -4.83485442531
TRAABCL128F4286650,ARC43071187B990240,0;45.0123543506 35.0243354351 -20.1669319042 -1.81294325347 7.13795460277 -14.1734287516 3.08596973518 -5.39943127364 0.278960907945 -1.45228121059 0.412118537201 1.56496469105 34.0592456962 2154.11912896 2386.0875111 1464.44293239 606.662042149 1131.60666125 788.30526655 622.650238041 368.131595464 400.572409617 305.751771673 432.302135862 129.908288887 84.431468813 -522.391372558 -112.574908927 69.9670115032 -13.5978853047 -38.5873844222 21.1367162356 -17.7968117496 -19.3373271649 42.4695114638 149.439266242 -268.294599347 144.401016802 -287.854939156 -40.8659458524 143.5215472 24.3239926087 -124.365919407 28.7396006991 -26.3040126501 -4.92275246458 -42.0227644014 45.569145855 -77.4851241182 176.208270242 56.4404965249 63.4013854081 -9.21603777962 44.6058068484 31.7849109239 52.1546228182 66.6315859755 -181.305402162 141.590802945 -222.641164324 -1.46439669843 30.7506551123 9.40168674555 -554.52647613 188.634461187 39.2278864631 15.7863855024 59.5585494474 112.914034325 -83.1112269451 131.394453625 -145.747352278 72.9388628228 -35.9459539201 -24.0400139697 7.42165420352 -64.4901303909 13.6363200015 81.0221278392 -6.72540958746 -2.99932151138 -115.272803408 -119.278087276 78.2791383303 -4.98391061235 95.0671340157 -511.462246779 1.75964778875 -102.0864847 -51.3699042261
TRAABDL12903CAABBA,ARL7K851187B99ACD2,0;47.0452028836 -5.38096395469 -25.3996652935 2.28548094748 13.2502821833 13.9706982492 -33.2401544799 -9.90187641607 2.4477507724 4.29891349125 -0.478125643666 1.54317507724 12.6455513846 2079.12065292 1428.74919284 2026.94174367 1082.46703807 1552.46445981 809.003180735 813.557659067 558.894598175 427.039608918 486.992032584 281.188191833 34.0760999226 -12.0831326781 -442.45057715 -290.350307756 83.3417234883 291.901503181 10.9091694995 22.3246284277 -54.4402509834 35.4135950479 -14.3605467522 73.2898010547 -170.823718844 170.853439732 -538.883342557 354.032743267 55.5993257404 -53.8874134468 -149.526162184 83.8328146326 -3.81995149824 -21.711492475 -479.354100941 101.351409131 -162.607048158 208.717103447 12.7139263082 11.631768265 -46.4321285607 25.5858870725 17.7250314396 -191.924353957 114.792596419 -334.261292522 -4.05161533785 -202.809268528 -0.698733908089 0.943242205145 -16.4338249645 -654.455075582 121.702906038 -105.976784954 21.3193980997 -55.460489641 86.6663523322 -0.719534163472 124.678081026 -36.5269805237 54.0233544901 -82.9317492944 16.4039805261 8.14216705016 203.552537095 -70.2680774019 -105.500311221 29.6488743464 -6.00774629268 95.9602485196 100.26791393 50.5284328497 4.37797555365 201.297351589 -33.6967674958 9.59933047397 -49.0764983115 -4.19671085308
TRAABJL12903CDCF1A,ARHHO3O1187B989413,0;45.5777625 38.4671388889 -28.6877166667 -5.57460138889 -16.9135513889 3.12120555556 4.27095416667 -22.1971083333 7.61602222222 5.7045875 -4.25180972222 18.3533013889 17.1199364595 2478.6168815 1481.91713761 2052.79691605 684.615324734 1044.10114134 926.703951084 592.206981034 358.321712739 437.81908059 491.35765606 499.467126272 35.6893482333 -673.008878311 -242.154922612 -95.7791139816 139.561939141 286.299540498 56.5538601299 -26.0060853481 -83.2937878476 -10.0637800049 18.699618517 21.1055256418 -400.615975685 235.89937835 -564.412461121 -1.57281350375 -0.926519438062 34.1045793654 -80.3838466887 55.9909870431 15.4963476725 -18.8220286423 -105.296060972 249.692269942 -381.347261756 73.1699918373 44.5682739899 -44.7023982095 28.6726827967 -37.0461926256 11.4963269523 5.48997454165 323.992421672 -99.0094359707 154.142802813 -138.66165835 -43.4839509009 64.983514984 -13.9800771514 -143.586005923 164.162239146 -3.08011156381 72.3641454523 18.3847062668 282.584929592 15.2210264022 31.130531093 -132.554942354 31.4186531605 7.32793616209 -44.4437742498 10.3602640827 -223.553961539 -34.4112719455 -94.3416117978 -45.0003506514 -8.22955383338 49.576118604 -83.4751845797 42.3511056238 4.54626421066 -24.0450367233 45.780612379 -9.8730699464 133.395595439 -2.37537274751
TRAABJV128F1460C49,ARIK43K1187B9AE54C,1986;45.7471476952 44.7006839135 22.5453697084 9.91701787394 10.7453838194 -13.2287685795 4.92211759172 -4.37698024459 20.3098626529 2.36560018815 1.03925211665 -2.43989557855 28.438987271 1121.77184577 1032.29204649 657.914163912 547.961867216 635.105827387 354.090234917 261.554837185 271.164902742 198.781339975 180.093421767 188.991544363 7.68420560699 -133.316190181 -81.843968371 -160.935722858 -8.21051712375 -27.9954016007 54.356389283 -8.52345436452 29.3133094224 -24.4459013407 3.76593794163 1.27154540768 -188.202440803 42.3018587666 -146.763899592 12.343821452 28.3963024276 13.5039837808 -50.0580613141 -1.63973051054 -16.0989495571 -7.59997026724 76.55907679 10.8796295989 21.2079072333 64.330849402 56.6552034 11.9486642071 12.6841424649 -10.6746076457 -10.188441084 6.30525549506 78.6053641062 -193.886800401 -56.7449435791 -116.816886237 -1.13344812195 -12.382170277 -16.864590296 -63.3747070118 26.082393004 11.8878436541 -30.9692966505 64.7107491506 -5.03035059609 6.90643418789 91.2887128518 122.916670652 74.8852794262 -22.598968675 -10.5923922813 5.29938303851 -108.340989089 79.0239367911 -0.989067906582 17.1472723516 23.3024541559 -37.4892128299 -37.5715688409 9.36687800943 7.57694052427 14.8092008434 -59.3163468804 0.10232147497 -1.01076060444 4.13678421526
TRAABLR128F423B7E3,ARD842G1187B997376,1987;42.3850515971 -59.6561818182 0.432344594595 12.4553519656 -3.55208415233 -6.15260257985 -3.13063022113 -1.72729914005 3.0490970516 -5.98316707617 7.6615012285 5.46688452088 46.5546903477 2646.58263548 2710.35536176 1503.94155998 811.902362177 1026.71267541 469.176124552 505.136913138 411.633603644 367.732065314 263.919225209 260.865410485 136.58491024 571.70603963 -413.683004105 -16.0427494233 125.838057081 92.2374829488 -45.5066488297 85.5991454396 -30.2432376144 0.511194620365 -28.8021401277 217.047624582 82.8160729725 -89.8195751123 -64.5866376034 -44.6210198625 182.355603212 -88.7666464108 -91.2385171213 -10.8897408581 -14.0133952934 -22.1536313986 404.661350352 -247.348890215 -6.04833779403 112.497069053 95.93842097 13.426923733 8.4718525815 13.3609663382 -4.62824422676 -80.1114878232 194.896297472 38.404446082 176.809262319 -151.378641835 26.1494727285 18.2413840109 -46.9991319812 -304.506369723 -86.6164662417 19.2421897673 -82.0155775574 86.5821993545 34.2278720759 -3.90855824282 148.204741225 -194.81516337 -52.4404849362 -20.8253153524 -63.22784079 -8.68987705339 166.382190312 47.4205209365 92.2026250306 97.2990526184 2.29245109579 -73.237392012 -30.9938344703 -19.3811914387 -11.2005753577 73.8380624876 -62.1094815029 3.96943693847 81.2233296827 -2.19747055396
TRAABNV128F425CEE1,ARIG6O41187B988BDD,0;35.4810052854 -4.82531395349 16.1109735729 31.5140729387 -5.94831183932 -8.91261205074 7.22427906977 -14.5654556025 -2.13605391121 -2.97894714588 8.46455285412 0.801132135307 42.1197386106 2431.80063132 2457.07585039 1377.51489312 946.753440058 980.893239127 570.088888034 395.004783937 286.840848741 341.477514852 367.813050085 309.875455505 -57.167069047 -255.547584779 -234.016029891 -98.5032052122 117.125718795 102.888108383 -91.8064718346 22.3734547193 51.7627200685 -4.3781118102 -12.157398507 82.8590001864 399.258857787 -205.060549838 -139.982042932 -393.015682583 114.815703698 49.3713131558 -92.6927633124 8.31901286793 -11.8696944726 -31.5236207337 371.26400547 27.6245354621 -3.79811274419 110.37905063 115.151509707 85.2666607059 -11.2647083553 38.0282274209 -7.58758050417 98.3592437452 144.60419414 -136.059225681 -10.0354467343 -134.002328469 -43.2084272 30.7273794423 7.29629240324 -203.716190655 189.031995812 -120.674970424 -167.826286007 202.743839072 -128.200032796 -18.2987504681 152.903244955 -112.113988115 118.20187884 90.9619863239 -42.4620227815 4.85616463521 -89.4060862561 -116.986247068 22.2730479776 139.147197132 29.6684022712 54.7764495965 -78.3366268605 -84.530824598 5.69212189602 112.515478373 -208.766356586 33.5426053653 -74.3269420886 10.9339014088
TRAABRB128F9306DD5,AR1ZHYZ1187FB3C717,0;45.621370481 53.5509967135 62.737779504 34.6316342994 -11.3204185838 -6.44216223484 6.66111263818 6.91349447266 3.17782551539 14.8959898416 2.97339527935 1.52606602928 11.8120413636 1834.55937791 2268.73483061 1237.74902962 1101.51129348 1025.12426703 992.00363309 300.478080614 365.071135453 250.157461315 418.282961243 353.162452201 66.3671063548 1080.88082138 0.311848876603 29.9442935387 -50.5594014224 109.82711012 91.3926404679 67.8287117223 60.2999193533 29.3107762488 -9.4574442377 59.9480316248 -153.83061365 559.650584354 -356.439399943 -294.947413626 6.58283030768 119.845735926 -41.1808398231 8.52681175339 -21.241774291 -20.4592000477 155.559268218 175.070526309 -106.902924101 -56.9845970473 4.66409207419 150.47142866 58.6499239243 26.2537268059 -7.89525589419 268.183493169 -4.63766233559 -144.620639138 11.9904785235 -38.9261035465 -11.7285055075 -5.07858827504 6.98497399915 132.796428158 -0.579445777071 -85.2517093083 -76.0634233345 -37.4953931636 -25.6934223688 32.7632044125 60.3842619209 -9.00795216909 41.0566592342 32.2601601431 -161.855439338 8.09089058513 -58.7049899725 -130.625144911 -88.1372551907 101.06758171 5.29766249264 -118.026037626 39.0335847247 68.6325873708 3.10546151273 -46.3782825208 10.5144031757 -9.31386937781 -91.2634443483 -8.56685826535
TRAABVM128F92CA9DC,ARYKCQI1187FB3B18F,2004;48.6055889423 43.2767427885 9.99578004808 -6.11134615385 -26.3570841346 -11.0078846154 11.5525384615 1.22587259615 -5.83187379808 0.0765456730769 -1.12924519231 2.08770913462 20.9730608152 794.418051436 594.016495462 919.640588251 656.274726534 636.302323262 420.573082822 299.234314371 220.79901457 210.391575396 195.705542257 199.90553451 39.8992670024 89.305577456 -209.70235166 -54.6496897235 -56.4657769782 104.91076631 -7.91880645358 31.9752582857 -4.04654446486 18.7101305648 13.6913907589 19.328758593 -114.375638207 126.133738322 -245.955508394 -3.11250202925 -50.0364578577 30.4522004795 0.908371144213 30.8019396531 -1.0587608796 14.7085870224 116.251078603 -7.26065328265 -97.6718097917 128.397049308 32.2660268506 6.46969427502 20.7499950638 0.917479621589 14.3075532024 -88.9623811652 93.6111370476 -22.9097799551 -9.26066088708 -95.532591915 -37.1208637475 17.1646207944 -33.0422590644 -85.40055309 43.217629061 16.4734322543 74.6714737499 43.6933202365 71.9029989619 -22.5834983043 47.085194617 -49.6167802995 61.3879128197 -11.0462586982 -34.9692083828 18.9020771413 -65.7686228291 13.5517501394 -107.153740341 2.29078891052 10.5407748895 13.842789445 -13.3534796063 35.7693152722 18.2036065808 38.9297049513 5.0930192404 16.6457552108 -7.56842506046 -1.7807601871
TRAABXG128F9318EBD,ARNPAGP1241B9C7FD4,0;47.3590416667 -10.9849383333 10.48047 0.350985 0.960766666667 -10.4952216667 -9.80313166667 -18.6844216667 0.606006666667 -11.209005 4.39429166667 18.0769166667 20.2051373522 1843.28210553 593.447801775 646.625114148 539.08132078 346.094408183 280.179696919 260.551039099 189.180787663 254.973527457 154.27649789 159.904602744 88.3556095483 -392.912821001 -134.530162385 -19.9946898566 17.7490063455 51.5480207955 32.8399505471 27.1426117824 -4.11943098661 6.49668479445 0.977573889121 -0.966997926127 -65.1965223914 62.2117877008 -45.9786454958 -15.1823118521 1.59077035546 -38.8521304031 -35.712400558 14.1780242318 32.9988391031 3.158047024 262.483538018 35.1651491561 -7.88612657293 41.7572343822 28.7172369631 -13.5942151225 23.8316105155 17.4113566099 7.93539988286 133.829893463 -85.6832015173 -126.828373824 20.9356531969 -134.988583125 -8.32785215018 0.547058787841 13.42506648 33.3447136542 113.257446344 -43.4346451301 -87.0545557875 -23.2919336915 -56.3679713482 0.123319164093 -117.35626055 40.9433268182 1.56207914851 -7.4652264961 -11.621489092 -4.83339500744 31.541208639 94.8309613229 -19.7904546734 -14.0004052883 -5.79644408208 -286.503296304 -9.19650638105 -38.0344786306 -19.6934897093 16.2138245396 32.2357644349 -1.186104907 -49.2417249999 -14.0330616426
TRAABYN12903CFD305,ARQGYP71187FB44566,0;36.8307447307 -62.0501943794 84.5238782201 -7.67131615925 -12.5149555035 17.4438009368 -27.6744098361 -4.16697423888 19.8513255269 2.20293208431 -2.71084543326 2.00117330211 25.6663765004 4356.45515472 2102.85692029 3207.55254768 1583.93571236 932.993031902 1077.16905266 790.351565678 1447.73379828 533.434218937 518.251096976 930.79300835 58.5039310512 -661.900302451 53.1867296844 -233.857074908 160.299679584 62.2944338783 174.306057257 21.6086086982 251.050350651 28.3663143392 -37.7759452287 139.755386905 -678.598716486 11.818285381 -794.002764253 678.668839624 122.806851608 -112.903083357 -62.0946962095 -32.4296802899 128.445338838 67.3304564144 -42.1251864162 28.6941595673 -269.211048679 282.380916208 -110.142354548 74.3639585754 15.5165384585 89.5661150726 -13.2251701788 200.398790945 361.790885032 -184.245474543 359.176857493 43.1956346179 100.955750174 145.482173782 -7.0781375838 -901.422928437 171.729080905 3.17524886842 168.921075156 11.383936843 375.278240792 -18.2141181988 -108.204071953 291.235910502 -370.054272897 -21.9180858285 121.297205743 3.33357847608 854.276301218 151.061350118 -685.670756735 636.346998084 61.2379247335 111.970891041 231.555775636 -68.1460417432 4.91929953427 -194.121967045 -32.5784947558 -2.34437979144 224.161153548 7.89032766641
